"j_nr";"report_id";"accounts_expenses_fee_total";"accounts_expenses_accommodation";"accounts_expenses_meals";"accounts_expenses_pr";"accounts_expenses_backline";"accounts_expenses_local_transport";"accounts_expenses_international_transport";"accounts_expenses_other";"accounts_expenses_total";"accounts_income_fee_total";"accounts_income_grants";"accounts_income_funds";"accounts_income_merchandise";"accounts_income_own_contribution";"accounts_income_other";"accounts_income_estimated_total";"accounts_result";"accounts_comments";"evaluation_further_opportunities";"evaluation_artistic_development";"evaluation_satisfaction"
"J-2023-0313";"J-2023-0313-RE1";0;0;1000;0;0;24;1348;0;2372;1000;1000;0;0;2000;0;4000;-1628;"I attached only the receipts of flights and trains trips that are more than the money approved (1000 Dk)";"I meget høj grad";"I høj grad";"I meget høj grad"
"J-2023-0315";"J-2023-0315-RE1";16450;7272;4707;0;0;2096;7485;0;38010;12450;4500;4000;0;0;0;20950;17060;"DMF 4000,- ; JazzDK international transport 4500,-";"I meget høj grad";"I høj grad";"I mindre grad"
"J-2023-0316";"J-2023-0316-RE1";0;0;2200;0;0;0;7822;0;10022;18000;4000;0;0;0;0;22000;-11978;"-";"I høj grad";"I meget høj grad";"I meget høj grad"
"J-2023-0317";"J-2023-0317-RE1";23000;2414;6114;0;0;0;17284;0;48812;3812;45000;0;0;0;0;48812;0;"Omfanget af vores oprindelige samarbejdspartners involvering i opholdet blev reduceret, hvilket førte til, at vi opsøgte og med succes erhvervede flere partnere end oprindeligt planlagt (se listen ovenfor). Vi formåede at udvide de foreslåede aktiviteter ved at tilføje to interviews og en ekstra koncert. Disse ændringer endte med at øge vores rækkevidde i udlandet markant og satte os i stand til at etablere fodfæste i de lokale slovenske og kroatiske scener, hvilket åbnede muligheder for en kontinuerlig og aktiv kunstnerisk udveksling mellem Danmark og de to førnævnte lande.  Alle ændringer i budgettet skulle tilpasses i overensstemmelse med de bevilgede og modtagne midler.";"I meget høj grad";"I meget høj grad";"I meget høj grad"
"J-2023-0318";"J-2023-0318-RE1";0;0;333;0;0;40;4869;286;5528;3850;4000;0;0;0;0;7850;-2322;"Other is gasoline, grant includes this grant for international transport";"I meget høj grad";"I høj grad";"I meget høj grad"
"J-2023-0319";"J-2023-0319-RE1";0;952;0;0;0;0;3125;0;4077;0;0;0;0;0;0;0;4077;"-";"I meget høj grad";"I meget høj grad";"I meget høj grad"
"J-2023-0325";"J-2023-0325-RE1";0;1340;1108;0;0;0;9201;300;11949;1500;0;3000;0;7449;0;11949;0;"Add indtægter Fondsbevillinger: Jazzdanmark bevilget International Transportstøtte: 3000 dkr  Add udgifter: Andet: Lufthavnsskat i Banjul: 40;"I meget høj grad";"I meget høj grad";"I høj grad"
"J-2023-0326";"J-2023-0326-RE1";0;0;0;0;0;0;6770;0;6770;13200;0;2000;0;0;0;15200;-8430;"De 2000 kr. er fra jer JazzDanmark";"I meget høj grad";"I høj grad";"Ved ikke"
"J-2024-0001";"J-2024-0001-RE1";11188;0;500;0;0;0;5428;0;17116;11188;0;0;0;0;0;11188;5928;"-";"Ved ikke";"I høj grad";"I høj grad"
"J-2024-0002";"J-2024-0002-RE1";0;0;0;0;0;0;3079;0;3079;0;0;0;0;0;0;0;3079;"-";"I meget høj grad";"I meget høj grad";"I meget høj grad"
"J-2024-0003";"J-2024-0003-RE1";0;2500;2200;0;0;240;400;0;5340;8200;0;0;0;0;0;8200;-2860;"-";"I meget høj grad";"I meget høj grad";"I meget høj grad"
"J-2024-0005";"J-2024-0005-RE1";60000;15737;2779;0;0;0;36030;0;114546;99680;2500;0;0;5000;0;107180;7366;"-";"I meget høj grad";"I meget høj grad";"I meget høj grad"
"J-2024-0006";"J-2024-0006-RE1";41040;0;0;0;0;1193;3616;0;45849;42465;0;0;0;0;0;42465;3384;"-";"I meget høj grad";"I meget høj grad";"I høj grad"
"J-2024-0008";"J-2024-0008-RE1";0;0;500;0;0;900;1733;0;3133;11600;0;0;0;0;0;11600;-8467;"-";"I høj grad";"I høj grad";"Ved ikke"
"J-2024-0010";"J-2024-0010-RE1";11187;0;0;0;0;0;1178;3000;15365;0;0;0;0;0;0;0;15365;"Jeg har kun medtaget min egen rejse, da støtten på 938 kr er givet til min flybillet som jeg oplyste til 938 kr i ansøgningen. Sissel og Joachim har også rejst til koncerten men betaler rejsen ud af egen lomme.";"I høj grad";"I meget høj grad";"I mindre grad"
"J-2024-0012";"J-2024-0012-RE1";8696;0;0;0;0;250;4994;6429;20369;21436;0;0;0;0;0;21436;-1067;"  Andet:  Skat i Udlandet x 3.214,45 Booking salær x 3.214,45";"I meget høj grad";"I høj grad";"I mindre grad"
"J-2024-0016";"J-2024-0016-RE1";18000;0;0;500;0;500;0;3000;22000;22000;0;0;0;0;0;22000;0;"Andet: 3000 Kr : er bookinghonorar + udgifter til taxa i SE.";"I meget høj grad";"I høj grad";"Ved ikke"
"J-2024-0017";"J-2024-0017-RE1";0;400;1000;0;0;50;3138;0;4588;3894;0;0;0;0;0;3894;694;"-";"I meget høj grad";"I meget høj grad";"I meget høj grad"
"J-2024-0018";"J-2024-0018-RE1";8973;0;0;0;0;0;5114;7413;21500;19500;0;0;0;0;0;19500;2000;"Overnatning: Thomas Morgan indkvarteres privat i København, og Det Jyske Musikkonservatorium Aarhus dækker hotel i Aarhus. Fly: Barselona-CPH, Thomas Morgan, 1031 DKK Fly: New York-Budapest, CPH-New York, Thomas Morgan, 4.083 DKK (Ethan Iverson dækker resten af billetten). Tog: København-Aarhus tur/retur, Thomas Morgan, betales af Det Jyske Musikkonservatorium Aarhus Honorar: Anne Efternøler, Anders Christensen, Richard Andersson, 7413 DKK";"I høj grad";"I meget høj grad";"Slet ikke"
"J-2024-0019";"J-2024-0019-RE1";8940;3002;1400;0;0;0;5699;0;19041;8940;0;0;0;0;0;8940;10101;"Koncert på Cascais Jazzclub blev aflyst inden afrejse - honorar 1490,-";"I høj grad";"I høj grad";"Ved ikke"
"J-2024-0021";"J-2024-0021-RE1";110128;12367;0;0;0;0;2614;0;125109;110128;0;0;0;0;0;110128;14981;"-";"I meget høj grad";"I meget høj grad";"I høj grad"
"J-2024-0022";"J-2024-0022-RE1";31000;0;3268;0;0;0;11178;0;45446;31000;0;3000;0;5000;0;39000;6446;"Vi ramte en strejke i Tyskland så vi fik refunderet nogle billeter, og købte nye. Refunderingerne står opført i regnskabet vedhæftet men da man ikke kan skrive minusbeløb ind i transportudgifter passer slutbeløbet ikke helt nedenfor. SAS opdeler deres kvitteringer adskilt pr person og igen adskildt pr baggage, så der kan være flere bilag til et beløb. ";"I meget høj grad";"I høj grad";"Slet ikke"
"J-2024-0023";"J-2024-0023-RE1";7460;0;2318;0;0;1680;4648;0;16106;11181;0;0;0;0;0;11181;4925;"-";"I høj grad";"I høj grad";"I høj grad"
"J-2024-0024";"J-2024-0024-RE1";0;0;0;0;0;0;4527;0;4527;4237;0;0;0;276;0;4513;14;"-";"I høj grad";"I høj grad";"I høj grad"
"J-2024-0025";"J-2024-0025-RE1";0;0;0;0;0;0;3253;0;3253;3500;0;0;0;3253;0;6753;-3500;"-";"I høj grad";"I meget høj grad";"I meget høj grad"
"J-2024-0027";"J-2024-0027-RE1";46120;0;0;0;1500;60;0;0;47680;46120;0;0;0;4000;0;50120;-2440;"-";"I meget høj grad";"I høj grad";"I mindre grad"
"J-2024-0028";"J-2024-0028-RE1";77500;0;0;0;0;0;18298;20000;115798;68700;0;0;2000;10000;25000;105700;10098;"-";"I høj grad";"Ved ikke";"I høj grad"
"J-2024-0029";"J-2024-0029-RE1";0;0;650;0;0;712;25668;0;27030;9440;0;10000;0;0;0;19440;7590;"Projektet fik bevilliget yderligere DKK 7.000 fra Koda.   Den ene flybillet fra New York til København lufthavn valgte aktøren Brandon Suarez at opgradere på egen betaling. Derfor er prisen på billetten dyrere end kompensationen til denne musiker. Jeg, arrangøren, har udbetalt 850 dollars (5963 DKK inklusiv overførselsgebyr på 50 DKK) som var prisen på economy tur-retur billet på tidspunktet billetten er købt til hr. Suarez. Jeg som arrangør har dermed udbetalt 9.667 totalt for de to flybilletter til mine medmusikere. ";"I høj grad";"I meget høj grad";"I høj grad"
"J-2024-0031";"J-2024-0031-RE1";28027;3904;1079;1000;0;3517;3773;0;41300;27000;0;12500;0;0;0;39500;1800;"Vejle kommune kulturpulje 10000, den nationale transportstøtte 2500.";"I høj grad";"I høj grad";"I mindre grad"
"J-2024-0032";"J-2024-0032-RE1";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"-";"I høj grad";"I høj grad";"I høj grad"
"J-2024-0033";"J-2024-0033-RE1";5614;0;0;0;0;0;4600;0;10214;5222;0;3500;0;0;1492;10214;0;"Fondsbevillinger = JazzDanmark Transportstøtte  Andet = Robalo Music gav et lille tilskud til transport på 1.492kr ";"I høj grad";"I høj grad";"Ved ikke"
"J-2024-0034";"J-2024-0034-RE1";0;0;400;0;0;500;2815;0;3715;2380;0;1250;0;0;0;3630;85;"Fondsbevillinger - 1250 DKK fra DMF til honorar";"I høj grad";"I meget høj grad";"I meget høj grad"
"J-2024-0035";"J-2024-0035-RE1";14054;16667;0;0;0;0;36072;3135;69928;81308;2500;11000;0;0;0;94808;-24880;"de 14.054kr er den minste løn vi lovet Tim Hagans, så trion deler resten ser det ud som om. ";"I meget høj grad";"I meget høj grad";"I høj grad"
"J-2024-0037";"J-2024-0037-RE1";0;1917;7000;0;0;0;9636;0;18553;16000;0;17000;1000;0;0;34000;-15447;"Transportstøtte Jazzdanmark: 6500  Støtte til Turne: Dansk Artist Forbund: 6000 Norske Jazzforbund: 4500";"I høj grad";"I meget høj grad";"I høj grad"
"J-2024-0039";"J-2024-0039-RE1";0;0;700;0;0;0;2974;0;3674;6250;0;1500;0;0;0;7750;-4076;"1500,00 = international transportstøtte fra JazzDanmark";"I høj grad";"I meget høj grad";"I høj grad"
"J-2024-0040";"J-2024-0040-RE1";103600;4205;1100;0;0;445;1296;0;110646;108000;0;1000;0;0;0;109000;1646;"Fondbevillinger - Jazzdanmark International Pulje 1000,- (denne pulje=";"I høj grad";"I meget høj grad";"I høj grad"
"J-2024-0042";"J-2024-0042-RE1";0;0;0;0;0;0;0;0;0;4474;0;0;0;0;0;4474;-4474;"-";"I meget høj grad";"I meget høj grad";"I meget høj grad"
"J-2024-0043";"J-2024-0043-RE1";16393;0;0;0;0;114;3997;0;20504;16393;0;1500;0;2611;0;20504;0;"Støtte fra JazzDanmark på 1500 kr er anført under fondsbevillinger";"I meget høj grad";"I meget høj grad";"I høj grad"
"J-2024-0044";"J-2024-0044-RE1";42060;0;2500;0;0;5500;6000;0;56060;42060;0;7000;0;7000;0;56060;0;"Fondsbevillinger:  Internationale transport støtte: 3000  Nationale transportstøtteordning: 4000";"I høj grad";"I høj grad";"I høj grad"
"J-2024-0046";"J-2024-0046-RE1";10000;0;0;0;0;0;3152;0;13152;0;0;0;0;10000;0;10000;3152;"-";"I høj grad";"I mindre grad";"Ved ikke"
"J-2024-0049";"J-2024-0049-RE1";6000;0;0;0;0;0;9576;6714;22290;29815;0;0;0;0;0;29815;-7525;"Andet:  Udenlandsskat x 2.238,02 DKK Booking salær x 4476.04 DKK";"I høj grad";"I høj grad";"I mindre grad"
"J-2024-0050";"J-2024-0050-RE1";30000;2000;2500;0;0;400;1800;0;36700;34900;0;1800;0;0;0;36700;0;"Jazzdanmark er fondsbevillingen";"I høj grad";"I høj grad";"I meget høj grad"
"J-2024-0051";"J-2024-0051-RE1";0;5214;0;0;0;0;28841;0;34055;11370;20000;0;756;0;0;32126;1929;"-";"I meget høj grad";"I meget høj grad";"I høj grad"
"J-2024-0052";"J-2024-0052-RE1";118600;4632;5000;5000;0;4057;55877;0;193166;134750;0;10000;0;0;0;144750;48416;"bevilget 10.000,- dansk kapelmesterforening, der er også en udgift på 1500$ for James Genus transatlantiske flyvning der ikke er dokumentation på samt Benjamin Koppels flyvning fra Stockholm til København efter turen.";"Ved ikke";"I meget høj grad";"I mindre grad"
"J-2024-0053";"J-2024-0053-RE1";14400;0;528;0;0;0;2216;0;17144;13400;1000;0;0;0;0;14400;2744;"-";"I høj grad";"I høj grad";"I høj grad"
"J-2024-0054";"J-2024-0054-RE1";0;0;262;0;0;0;5036;0;5298;4000;0;5500;0;0;0;9500;-4202;"Fondsbevillinger: JazzDanmark - Tilskud Til International Transport: 1500 DKK KODA Vækstlagspuljen: 4000 DKK";"I høj grad";"I høj grad";"I høj grad"
"J-2024-0055";"J-2024-0055-RE1";68309;0;0;0;0;0;36726;0;105035;68309;0;6000;0;1153;10321;85783;19252;"-";"I høj grad";"I meget høj grad";"I høj grad"
"J-2024-0056";"J-2024-0056-RE1";40300;3000;2500;0;0;4000;5287;0;55087;51300;0;6400;4000;0;0;61700;-6613;" jeg vedhæfter flybilletten til Michael Blake  da den er på over 5000 kr og jeg fik bevilget 3000 kr. grunden til at det er afrejse fra Gatwick er at han stopper i London på vejen tilbage til usa men den del af hans rejse betaler han selv da den ikke er relateret til koncerterne. mange tak for støtten";"I høj grad";"I meget høj grad";"Ved ikke"
"J-2024-0057";"J-2024-0057-RE1";13000;2000;1000;0;0;600;5145;0;21745;13000;0;0;1500;0;0;14500;7245;"de første flights blev cancelled pga Lufthansa strejker..de nye billetter blev dyrere. jeg er glad for 1000 kr i støtte, men de dækker så kun en brøkdel af de faktiske rejseudgifter. men det ved i nok godt allerede ; )";"I høj grad";"I høj grad";"Ved ikke"
"J-2024-0058";"J-2024-0058-RE1";8950;888;2000;0;0;0;5150;0;16988;9700;6000;0;0;0;0;15700;1288;"-";"I høj grad";"I høj grad";"I høj grad"
"J-2024-0059";"J-2024-0059-RE1";37135;2500;3500;0;0;1000;10785;0;54920;47920;0;0;3000;0;0;50920;4000;"vi måtte købe meget dyre extra bage fordi saxofon og bækkener ikke kunne komme med som håndbagage., vi fik en sidste koncert booket i sidste øjeblik i mandal. jeg vedhæfter dk-norge flybilletterne da de alene var over 7000 kr og jeg fik 2000 i støtte. tænker ikke der er grund til at bruge en evighed på at uploade, togbilletter, taxaer, lokal fly og bagage afgift";"I høj grad";"I høj grad";"Ved ikke"
"J-2024-0060";"J-2024-0060-RE1";0;350;0;0;0;200;1029;0;1579;0;0;0;0;0;0;0;1579;"-";"I meget høj grad";"I høj grad";"I høj grad"
"J-2024-0061";"J-2024-0061-RE1";13200;0;0;0;0;0;4130;0;17330;13200;2500;0;0;1630;0;17330;0;"-";"I meget høj grad";"I meget høj grad";"I høj grad"
"J-2024-0062";"J-2024-0062-RE1";14489;3600;2223;0;0;772;8100;0;29184;5200;30000;0;0;0;0;35200;-6016;"Vi fik i udlandet betalt 5200 dkk i alt. Jeg misforstod det i starten og har nu rettet beløbet. Jeg har inkluderet toget fra Trondheim lufthavnen til Trondheim centrum i international transport. Vedr. samlet honorarer, der skal jeg selv betales halvdelen, men var lidt i tvivl om, hvordan jeg skulle skrive det ind. Blot til orientering. ";"I mindre grad";"I meget høj grad";"I høj grad"
"J-2024-0064";"J-2024-0064-RE1";9501;4202;0;0;0;0;4047;0;17750;9501;0;0;0;0;0;9501;8249;"-";"I meget høj grad";"I meget høj grad";"I meget høj grad"
"J-2024-0065";"J-2024-0065-RE1";30000;5000;0;1000;0;1000;2589;0;39589;25000;0;0;0;0;0;25000;14589;"-";"I høj grad";"I meget høj grad";"I høj grad"
"J-2024-0066";"J-2024-0066-RE1";0;0;1530;0;0;0;5696;0;7226;3356;0;0;0;0;0;3356;3870;"-";"I høj grad";"I høj grad";"I høj grad"
"J-2024-0067";"J-2024-0067-RE1";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Oprindeligt havde jeg budgetteret med en ekstra udgift til transport af bas fra Spanien til DK, men i sidste ende valgte vi at leje en bas i Danmark og derfor er fly-agiften noget lavere en først antaget";"I mindre grad";"I høj grad";"I høj grad"
"J-2024-0069";"J-2024-0069-RE1";5000;0;0;0;0;0;3711;0;8711;5000;2000;0;0;0;0;7000;1711;"-";"I meget høj grad";"I meget høj grad";"I høj grad"
"J-2024-0070";"J-2024-0070-RE1";61800;26000;7000;4000;0;0;2562;0;101362;61800;2000;0;1000;6000;30562;101362;0;"Indtægter Legater: JazzDanmark - tilskud til international transport Andet: koncertarrangørernes bidrag til overnatning (NB. inkl. d. 5. og d. 9. april)  Udgifter Intl. transport: Delbecq og Arguelles' flybilletter er dækket af arrangøren i Rom; Bigonis returbillet er dækket af egne midler. I regnskabet ser jeg bort fra den første udgift for benzin (Rom-Brescia).";"I høj grad";"I meget høj grad";"I høj grad"
"J-2024-0071";"J-2024-0071-RE1";57000;1800;0;500;0;2840;12248;0;74388;60500;0;0;0;0;0;60500;13888;"-";"I meget høj grad";"I meget høj grad";"I høj grad"
"J-2024-0072";"J-2024-0072-RE1";0;0;0;0;0;1250;6344;0;7594;1875;0;0;0;0;0;1875;5719;"It's not confirmed yet, but there's might be another small grant from Estonian Cultural ministry to cover our other expenses (also pay a salary for us). ";"I meget høj grad";"I meget høj grad";"I høj grad"
"J-2024-0073";"J-2024-0073-RE1";11814;3035;0;0;0;0;3411;0;18260;17760;2000;0;0;0;0;19760;-1500;"Den samlede indtægt fra koncerterne er højere i slutregnskabet end i budgettet. Det skyldes at koncerterne solgte mange billetter og arrangøren derfor gav os et cut af overskuddet. Det til trods er honorarene til musikerne lavere i slutregnskabet end i budgettet grundet transportudgifterne.";"I meget høj grad";"I meget høj grad";"I meget høj grad"
"J-2024-0074";"J-2024-0074-RE1";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"-";"I meget høj grad";"I meget høj grad";"I høj grad"
"J-2024-0075";"J-2024-0075-RE1";0;0;0;0;0;0;3369;0;3369;21710;0;1700;0;3369;0;26779;-23410;"Fondsbevilling: JazzDanmark Internationale Transportstøtte á 1700 DKK  Da vi fik afslag på alle andre fondsansøgninger, måtte vi skrue ned for udgifterne, overnatte privat og lade forplejning være for egen regning. Derfor er disse to udgiftsposter taget ud. ";"I meget høj grad";"I meget høj grad";"I meget høj grad"
"J-2024-0076";"J-2024-0076-RE1";45000;1000;0;0;0;0;6973;0;52973;49973;2666;0;0;0;0;52639;334;"Fondsbevillinger: 1000 kr i transportstøtte fra Jazz Danmark, 1000 kr i hotelstøtte fra Norge, og 666 kr. i transportstøtte fra Norge.";"I meget høj grad";"I meget høj grad";"I mindre grad"
"J-2024-0077";"J-2024-0077-RE1";19500;0;275;0;0;0;3038;0;22813;7500;20;0;0;0;0;7520;15293;"De andre fonde er brugt til dækning af studieindspilninger, samt mix. Regnskabet er heller ikke færdigt for det samlede projekt, så dette er bare rejseudgifterne for de dage.";"I høj grad";"I meget høj grad";"I meget høj grad"
"J-2024-0078";"J-2024-0078-RE1";9200;0;0;0;0;0;2140;0;11340;9200;0;0;0;0;0;9200;2140;"-";"I meget høj grad";"I meget høj grad";"Ved ikke"
"J-2024-0079";"J-2024-0079-RE1";0;1000;1000;0;0;30;1984;0;4014;2000;2000;0;0;1000;0;5000;-986;"We have slightly reduced the project because, unfortunately, we did not receive all the anticipated funding. ";"I høj grad";"I høj grad";"Ved ikke"
"J-2024-0080";"J-2024-0080-RE1";2500;0;0;0;0;1596;6497;0;10593;5000;0;4000;0;0;0;9000;1593;"-";"I høj grad";"I høj grad";"I mindre grad"
"J-2024-0083";"J-2024-0083-RE1";0;0;0;0;0;0;2745;0;2745;8000;0;0;0;0;0;8000;-5255;"-";"I høj grad";"I høj grad";"I høj grad"
"J-2024-0086";"J-2024-0086-RE1";83332;5121;0;8273;0;0;9450;10000;116176;9000;0;82500;0;24676;0;116176;0;"Andet=filmlicenser";"I meget høj grad";"I meget høj grad";"I høj grad"
"J-2024-0087";"J-2024-0087-RE1";0;200;1000;0;0;0;3889;0;5089;5000;0;0;400;0;0;5400;-311;"-";"I høj grad";"I høj grad";"I meget høj grad"
"J-2024-0088";"J-2024-0088-RE1";1400;5800;0;0;0;0;2670;0;9870;700;0;0;0;0;0;700;9170;"-";"Ved ikke";"I meget høj grad";"I meget høj grad"
"J-2024-0089";"J-2024-0089-RE1";0;4200;2300;0;0;250;3712;0;10462;5000;0;0;0;2000;0;7000;3462;"-";"I meget høj grad";"I meget høj grad";"I høj grad"
"J-2024-0090";"J-2024-0090-RE1";20000;2619;15400;1000;2000;0;18469;0;59488;12000;25000;0;0;0;0;37000;22488;"-";"I meget høj grad";"I meget høj grad";"I meget høj grad"
"J-2024-0091";"J-2024-0091-RE1";22000;2406;0;0;0;0;6507;0;30913;22000;0;0;1500;0;0;23500;7413;"International transport udgift: Fly, Lokal transport i biler og enkelte taxaer. ";"I høj grad";"Ved ikke";"I mindre grad"
"J-2024-0093";"J-2024-0093-RE1";12000;0;500;0;0;0;6880;3000;22380;16639;0;0;700;0;0;17339;5041;"-";"Ved ikke";"Ved ikke";"Ved ikke"
"J-2024-0097";"J-2024-0097-RE1";20512;1379;569;210;0;2228;1580;0;26478;12612;0;7900;250;3216;2500;26478;0;"I feltet ""International transport"" har jeg lagt sammen alle Egils transportomkostninger, både til og fra, og indenfor Danmark. Egil bor i Kristiansand, og det er hans transport omkostninger jeg har søgt støtte til. De resterende transportomkostninger håber vi få fra nationale transport støtteordning.   Vi fik tilsagn (4900 til honorar fra Nørrebro Lokaludvalg) til at kunne gennemføre koncerten på Koncertkirken istedetfor, men datoen blev flyttet til den 18e, derfor var Egil nødt til at bestille en ny billet fra Göteborg, hvor han rejste fra. Hans transportomkostninger til og fra Fredericia, viser 1/3 af det totale beløb, da vi spillede på trio i Fredericia.  Vi fik også tilsagn fra Dansk Musiker Forbund, 3000 til honorar for koncerten i Fredericia. ";"Ved ikke";"I meget høj grad";"I høj grad"
"J-2024-0098";"J-2024-0098-RE1";45800;3549;0;0;0;1143;13196;0;63688;46419;0;0;0;7700;6000;60119;3569;"Egen finansiering: Mine egne honorarer går til udgifter Andet:Venue Bazarjazz har givet tilskud til transport";"Ved ikke";"I høj grad";"Ved ikke"
"J-2024-0099";"J-2024-0099-RE1";3915;0;597;0;0;0;2013;0;6525;5525;0;1000;0;0;0;6525;0;"1000 bevilliget af JazzDanmark Transportstøtte. Rejseomkostninger til Bruxelles og tilbage billigere end forventet. Indtægter (delvis baseret på entrédonationer) lavere end forventet.  Uforventet forplejning ved 3 ud af 4 koncerter, derfor færre forplejningsomkostninger. Koncert i Gent aflyst og sidste koncert i Bruxelles istedet, derfor færre lokale rejseudgifter.";"I høj grad";"I meget høj grad";"I høj grad"
"J-2024-0100";"J-2024-0100-RE1";10500;2075;2000;0;400;300;3626;1038;19939;14142;0;3000;0;1797;0;18939;1000;"Midler fra Kunstfondens Driftsstøtte";"Ved ikke";"I meget høj grad";"I meget høj grad"
"J-2024-0101";"J-2024-0101-RE1";27828;1151;4337;1500;0;0;9348;0;44164;8327;0;9226;783;24709;1119;44164;0;"Under ""Andet"" på indtægter har vi skrevet ind 1119 kr - dette er for reisestøtten (150 ;"I meget høj grad";"I meget høj grad";"I meget høj grad"
"J-2024-0102";"J-2024-0102-RE1";7500;0;0;0;0;0;1778;0;9278;10600;0;0;0;0;1500;12100;-2822;"Andet er bevilling fra Jazzdanmark.  ";"I høj grad";"I høj grad";"I høj grad"
"J-2024-0104";"J-2024-0104-RE1";0;0;0;0;0;200;2511;0;2711;1450;1400;0;0;0;0;2850;-139;"Jazz Danmark international travel grant";"I høj grad";"I høj grad";"I meget høj grad"
"J-2024-0105";"J-2024-0105-RE1";0;0;1999;0;0;600;2662;0;5261;2590;0;0;0;2961;0;5551;-290;"As JazzDanmark granted me 2300 DKK for international travel costs, which is 362 DKK lower than our final expenses for our travels, I added 362 DKK to ""egen finansering"". The amounts of Laura Zöschg's travel expenses have been converted from Euro to DDK with the exchange rate of 1 Euro = 7,46 DKK (17.07.2024).";"I høj grad";"I høj grad";"I høj grad"
"J-2024-0106";"J-2024-0106-RE1";24000;1000;0;0;0;2000;2253;0;29253;14000;0;0;0;10000;0;24000;5253;"-";"I høj grad";"I meget høj grad";"I høj grad"
"J-2024-0107";"J-2024-0107-RE1";7500;3412;800;0;0;200;400;0;12312;6000;0;0;0;0;0;6000;6312;"Flosason blev deværre syg og måtte melde fra i sidste øjeblik - men vi gennemførte koncerten som planlagt";"I høj grad";"Ved ikke";"Ved ikke"
"J-2024-0108";"J-2024-0108-RE1";16450;0;0;0;0;0;4514;0;20964;16450;0;0;0;0;0;16450;4514;"Vi er blevet nødt til at rykke det ene arrangement til d. 31. maj 2024, bl.a. pga manglende fondsbevillinger. ";"I meget høj grad";"I meget høj grad";"Ved ikke"
"J-2024-0116";"J-2024-0116-RE1";3500;0;0;0;0;0;0;1119;4619;11186;0;0;0;0;0;11186;-6567;"Andet:  Booking salær x 1119 DKK";"I høj grad";"I høj grad";"I mindre grad"
"J-2024-0118";"J-2024-0118-RE1";11500;24520;500;0;0;0;0;0;36520;11500;1000;0;0;0;0;12500;24020;"One of our concerts was cancelled on the day of the concerts by the venue.";"I høj grad";"I høj grad";"I høj grad"
"J-2024-0121";"J-2024-0121-RE1";4477;0;0;0;0;0;8474;452;13403;4477;0;6220;0;0;0;10697;2706;"fondsmidler er driftsstøtte og støtte fra jazzdanmark. ""Andet"" er ekstra bagage i lufthavnen";"I høj grad";"I høj grad";"I høj grad"
"J-2024-0124";"J-2024-0124-RE1";34500;0;0;0;0;539;13892;0;48931;44700;0;0;0;0;0;44700;4231;"OBS: I har skrevet den forkerte dato til deadline til afrapportering! Tourneen ende den 4. August 2024, så deadline er den 4. September 2024.  Udgifter til flybilletter blev desværre betydeligt højer end oprindeligt planlagt. ";"I høj grad";"I høj grad";"I høj grad"
"J-2024-0126";"J-2024-0126-RE1";56224;0;5000;0;0;3562;14437;0;79223;56224;5000;10000;0;0;8500;79724;-501;"Legater er Jazzdanmarks tilskud på 5000 kr. Fondbevillinger er Augustinus Fonden som har støttet mine samlede sommerkoncertaktiviteter med 25000 som som dækker udgifter til prøver og administration, så jeg har brugt 10000 kr fra dette tilskud på udgifter, så musikerne kunne få den løn der kom ind fra jobsne. Posten ""Andet"" dækker over Odense Jazz Orkester 6500 kr der betaler halvdelen af Loren Stillmans flybillet og forventede 2000 kr fra transportstøtten til Århus KBH i egen bil. Loren Stillman dækkede sine egne overnatninger i KBH gennem et bonus point program og vi fandt privat indkvartering til Sean Carpio for at spare i budgettet.";"I meget høj grad";"I høj grad";"I mindre grad"
"J-2024-0127";"J-2024-0127-RE1";14500;0;0;0;0;0;6201;0;20701;14500;0;0;0;0;0;14500;6201;"Da flyrejser var helt utrolig dyre valgte vi at bruge en hel dag på en meget billigere og mere klima venlig tog-rejse hjem til Danmark i stedet. Da vi har modtaget funding til at gennemfører koncerter og prøver omkring alle vores samlede sommeraktiviteter kan vi trække 2200 kr ind i dette budget til denne koncert og samtidig lade Sean's rejse tilbage til Barcelona udgå af dette regnskab.";"I meget høj grad";"I meget høj grad";"I mindre grad"
"J-2024-0128";"J-2024-0128-RE1";45000;5000;4000;0;0;0;542;0;54542;47000;0;0;0;0;0;47000;7542;"-";"I høj grad";"I høj grad";"I høj grad"
"J-2024-0130";"J-2024-0130-RE1";27500;1181;1500;0;0;1293;6161;0;37635;27500;0;0;900;0;0;28400;9235;"-";"I høj grad";"I høj grad";"I høj grad"
